CustomerKey,Segment,SignupDate
5817,Consumer,24-08-2022
5818,Corporate,13-03-2024
5819,Small Business,29-06-2023
5820,Consumer,29-09-2024
5821,Corporate,27-08-2022
5822,Consumer,28-06-2022
5823,Consumer,08-05-2024
5824,Consumer,01-10-2022
5825,Consumer,22-04-2022
5826,Corporate,03-08-2024
5827,Consumer,09-11-2023
5828,Consumer,12-08-2024
5829,Consumer,15-06-2024
5830,Consumer,06-12-2024
5831,Consumer,20-08-2024
5832,Consumer,28-05-2024
5833,Corporate,29-01-2024
5834,Consumer,03-09-2022
5835,Consumer,12-04-2024
5836,Consumer,11-09-2024
5837,Consumer,04-08-2023
5838,Consumer,23-08-2024
5839,Small Business,12-02-2023
5840,Corporate,10-07-2024
5841,Consumer,28-06-2022
5842,Consumer,18-05-2024
5843,Corporate,31-10-2024
5844,Corporate,18-06-2022
5845,Consumer,26-01-2024
5846,Consumer,16-02-2023
5847,Small Business,20-08-2022
5848,Consumer,10-11-2024
5849,Consumer,02-02-2024
5850,Consumer,31-10-2024
5851,Consumer,30-07-2022
5852,Consumer,20-02-2024
5853,Consumer,02-06-2024
5854,Consumer,25-06-2024
5855,Small Business,24-02-2024
5856,Consumer,29-12-2022
5857,Consumer,09-05-2022
5858,Consumer,28-03-2022
5859,Consumer,10-08-2022
5860,Small Business,14-01-2022
5861,Consumer,15-10-2024
5862,Small Business,01-06-2023
5863,Small Business,27-10-2023
5864,Corporate,29-01-2023
5865,Consumer,01-11-2022
5866,Consumer,15-05-2023
5867,Small Business,29-05-2022
5868,Small Business,01-01-2022
5869,Small Business,04-01-2022
5870,Corporate,16-05-2023
5871,Consumer,13-05-2022
5872,Consumer,22-01-2023
5873,Small Business,26-05-2024
5874,Small Business,12-06-2024
5875,Consumer,26-04-2023
5876,Corporate,30-10-2024
5877,Corporate,12-03-2024
5878,Consumer,26-08-2023
5879,Consumer,15-06-2023
5880,Consumer,17-03-2023
5881,Corporate,09-03-2024
5882,Consumer,10-08-2022
5883,Consumer,14-08-2023
5884,Consumer,16-11-2023
5885,Small Business,05-10-2024
5886,Small Business,18-01-2024
5887,Consumer,13-06-2023
5888,Consumer,20-01-2022
5889,Small Business,07-03-2022
5890,Consumer,02-10-2023
5891,Corporate,29-06-2022
5892,Corporate,12-08-2022
5893,Consumer,21-10-2024
5894,Consumer,17-11-2024
5895,Corporate,01-08-2023
5896,Small Business,01-06-2024
5897,Consumer,06-01-2024
5898,Corporate,20-09-2024
5899,Corporate,27-06-2024
5900,Consumer,22-12-2024
5901,Small Business,29-10-2024
5902,Consumer,06-06-2024
5903,Consumer,30-07-2023
5904,Small Business,12-06-2024
5905,Consumer,18-11-2023
5906,Consumer,04-12-2023
5907,Consumer,06-09-2023
5908,Corporate,19-01-2023
5909,Consumer,18-11-2022
5910,Small Business,21-01-2024
5911,Corporate,12-01-2023
5912,Consumer,13-05-2023
5913,Consumer,14-11-2022
5914,Corporate,28-10-2024
5915,Consumer,20-09-2022
5916,Consumer,31-08-2022
5917,Consumer,06-01-2024
5918,Consumer,26-05-2024
5919,Corporate,14-07-2024
5920,Consumer,20-11-2022
5921,Small Business,02-10-2022
5922,Consumer,06-01-2022
5923,Consumer,17-10-2022
5924,Corporate,03-01-2022
5925,Consumer,19-12-2024
5926,Consumer,07-09-2024
5927,Corporate,15-03-2023
5928,Corporate,03-05-2024
5929,Consumer,30-08-2022
5930,Consumer,17-01-2022
5931,Corporate,15-03-2022
5932,Consumer,22-08-2023
5933,Consumer,20-09-2023
5934,Consumer,19-08-2024
5935,Small Business,22-06-2022
5936,Consumer,30-09-2023
5937,Consumer,04-06-2022
5938,Consumer,25-02-2024
5939,Consumer,06-10-2024
5940,Consumer,21-03-2023
5941,Consumer,04-01-2024
5942,Consumer,27-07-2024
5943,Consumer,05-12-2024
5944,Consumer,17-07-2024
5945,Corporate,21-07-2022
5946,Corporate,06-06-2024
5947,Consumer,28-04-2022
5948,Corporate,24-11-2022
5949,Consumer,20-02-2022
5950,Small Business,20-06-2024
5951,Consumer,13-02-2022
5952,Consumer,27-05-2023
5953,Consumer,12-02-2022
5954,Consumer,08-02-2024
5955,Consumer,02-08-2022
5956,Consumer,17-11-2022
5957,Consumer,19-08-2022
5958,Consumer,15-08-2023
5959,Small Business,28-04-2022
5960,Corporate,20-06-2024
5961,Small Business,21-10-2023
5962,Small Business,18-02-2023
5963,Corporate,28-08-2024
5964,Consumer,30-08-2024
5965,Consumer,04-07-2022
5966,Small Business,04-11-2024
5967,Consumer,20-03-2023
5968,Consumer,01-08-2023
5969,Consumer,20-04-2024
5970,Consumer,12-11-2023
5971,Consumer,05-07-2023
5972,Small Business,08-08-2024
5973,Consumer,28-11-2022
5974,Corporate,31-07-2023
5975,Consumer,04-06-2022
5976,Consumer,25-05-2023
5977,Small Business,24-09-2022
5978,Consumer,07-02-2024
5979,Consumer,18-06-2022
5980,Consumer,08-09-2022
5981,Consumer,19-02-2024
5982,Small Business,30-08-2024
5983,Corporate,27-05-2023
5984,Consumer,06-03-2022
5985,Consumer,14-06-2022
5986,Corporate,01-05-2022
5987,Consumer,07-12-2024
5988,Corporate,24-05-2022
5989,Consumer,21-10-2022
5990,Consumer,04-02-2023
5991,Corporate,26-05-2024
5992,Consumer,08-06-2024
5993,Consumer,24-07-2024
5994,Consumer,15-03-2022
5995,Consumer,05-10-2024
5996,Consumer,24-04-2023
5997,Consumer,02-01-2022
5998,Consumer,05-04-2023
5999,Consumer,12-05-2024
6000,Consumer,30-05-2022
6001,Consumer,21-01-2024
6002,Consumer,17-05-2022
6003,Small Business,12-10-2022
6004,Consumer,18-11-2024
6005,Consumer,09-12-2023
6006,Consumer,22-10-2024
6007,Small Business,07-02-2022
6008,Consumer,29-12-2023
6009,Consumer,13-03-2022
6010,Corporate,09-11-2022
6011,Consumer,21-02-2023
6012,Small Business,23-09-2022
6013,Consumer,10-12-2022
6014,Small Business,26-04-2023
6015,Consumer,01-09-2023
6016,Consumer,29-09-2023
6017,Consumer,07-05-2024
6018,Small Business,22-11-2023
6019,Consumer,31-12-2023
6020,Consumer,07-05-2024
6021,Consumer,13-02-2022
6022,Consumer,06-01-2023
6023,Consumer,06-10-2023
6024,Corporate,26-11-2024
6025,Small Business,15-03-2023
6026,Consumer,20-11-2024
6027,Corporate,18-02-2022
6028,Consumer,25-03-2023
6029,Consumer,10-04-2023
6030,Consumer,31-12-2023
6031,Consumer,19-10-2023
6032,Consumer,25-02-2023
6033,Consumer,23-09-2022
6034,Consumer,28-11-2023
6035,Consumer,21-07-2022
6036,Consumer,15-05-2023
6037,Consumer,14-11-2023
6038,Consumer,22-01-2024
6039,Consumer,08-10-2023
6040,Consumer,14-03-2024
6041,Small Business,17-11-2023
6042,Consumer,21-01-2023
6043,Consumer,14-12-2023
6044,Consumer,26-05-2022
6045,Consumer,28-03-2023
6046,Consumer,21-12-2024
6047,Consumer,08-10-2024
6048,Small Business,02-04-2023
6049,Small Business,06-06-2022
6050,Consumer,08-09-2024
6051,Consumer,02-10-2023
6052,Consumer,02-05-2022
6053,Consumer,01-10-2022
6054,Small Business,27-06-2023
6055,Consumer,05-12-2024
6056,Corporate,29-10-2022
6057,Small Business,19-04-2024
6058,Corporate,14-09-2022
6059,Consumer,02-03-2024
6060,Small Business,30-12-2022
6061,Consumer,15-09-2022
6062,Consumer,12-04-2022
6063,Corporate,02-04-2022
6064,Consumer,01-07-2023
6065,Small Business,18-01-2022
6066,Small Business,22-06-2024
6067,Consumer,14-04-2024
6068,Consumer,10-10-2022
6069,Consumer,25-03-2023
6070,Corporate,18-08-2022
6071,Consumer,02-10-2022
6072,Small Business,18-06-2022
6073,Consumer,17-08-2024
6074,Consumer,23-02-2024
6075,Small Business,23-04-2022
6076,Small Business,25-12-2022
6077,Consumer,28-02-2022
6078,Small Business,20-07-2024
6079,Consumer,20-03-2024
6080,Consumer,28-05-2024
6081,Small Business,07-09-2024
6082,Corporate,03-10-2024
6083,Small Business,28-07-2022
6084,Small Business,27-01-2023
6085,Consumer,20-05-2024
6086,Consumer,30-04-2022
6087,Consumer,27-01-2022
6088,Corporate,06-12-2023
6089,Consumer,15-12-2022
6090,Corporate,24-09-2022
6091,Small Business,21-12-2023
6092,Small Business,19-10-2024
6093,Consumer,04-08-2022
6094,Corporate,30-09-2023
6095,Consumer,22-03-2022
6096,Consumer,28-01-2022
6097,Consumer,05-02-2023
6098,Consumer,22-07-2022
6099,Consumer,25-06-2023
6100,Consumer,17-10-2022
6101,Corporate,31-05-2024
6102,Corporate,01-11-2024
6103,Consumer,05-07-2022
6104,Corporate,09-05-2023
6105,Small Business,02-05-2022
6106,Corporate,19-06-2022
6107,Corporate,01-02-2023
6108,Small Business,28-03-2022
6109,Small Business,26-07-2022
6110,Corporate,15-11-2022
6111,Corporate,30-04-2022
6112,Small Business,09-09-2023
6113,Consumer,06-11-2022
6114,Corporate,19-01-2022
6115,Small Business,03-11-2024
6116,Corporate,21-07-2024
6117,Consumer,21-02-2022
6118,Consumer,18-04-2023
6119,Consumer,25-03-2023
6120,Corporate,25-02-2022
6121,Small Business,04-03-2024
6122,Consumer,31-08-2022
6123,Corporate,17-11-2022
6124,Small Business,24-06-2022
6125,Corporate,17-03-2023
6126,Consumer,18-11-2024
6127,Corporate,07-02-2022
6128,Corporate,12-09-2023
6129,Small Business,05-08-2024
6130,Consumer,27-03-2023
6131,Consumer,31-03-2022
6132,Consumer,30-08-2024
6133,Consumer,14-12-2022
6134,Consumer,27-06-2024
6135,Small Business,17-11-2024
6136,Consumer,22-05-2024
6137,Small Business,22-03-2022
6138,Consumer,01-09-2023
6139,Consumer,08-03-2023
6140,Consumer,11-08-2022
6141,Consumer,26-06-2024
6142,Consumer,12-07-2024
6143,Consumer,08-08-2024
6144,Corporate,01-09-2024
6145,Consumer,17-08-2023
6146,Consumer,26-03-2023
6147,Consumer,28-09-2023
6148,Consumer,30-05-2022
6149,Consumer,11-12-2024
6150,Consumer,08-12-2024
6151,Consumer,09-12-2022
6152,Consumer,08-07-2024
6153,Consumer,29-04-2023
6154,Consumer,28-01-2023
6155,Consumer,19-03-2022
6156,Consumer,20-06-2023
6157,Consumer,30-01-2022
6158,Small Business,31-12-2023
6159,Consumer,25-05-2024
6160,Consumer,12-05-2022
6161,Consumer,16-11-2024
6162,Consumer,13-06-2022
6163,Consumer,04-10-2022
6164,Consumer,27-08-2023
6165,Consumer,12-05-2022
6166,Consumer,30-10-2023
6167,Small Business,10-04-2022
6168,Corporate,02-07-2024
6169,Corporate,24-05-2023
6170,Consumer,04-01-2022
6171,Consumer,08-10-2022
6172,Consumer,10-05-2022
6173,Small Business,25-05-2022
6174,Consumer,03-09-2024
6175,Consumer,20-01-2024
6176,Consumer,09-11-2022
6177,Corporate,11-04-2024
6178,Consumer,03-06-2022
6179,Corporate,06-08-2022
6180,Consumer,31-05-2023
6181,Consumer,14-08-2024
6182,Consumer,28-02-2024
6183,Small Business,13-08-2022
6184,Consumer,18-05-2022
6185,Consumer,03-06-2022
6186,Small Business,12-03-2023
6187,Small Business,09-07-2023
6188,Small Business,09-09-2022
6189,Small Business,19-12-2023
6190,Consumer,10-01-2024
6191,Corporate,25-09-2023
6192,Consumer,04-07-2022
6193,Small Business,01-07-2023
6194,Consumer,26-06-2023
6195,Consumer,11-12-2024
6196,Consumer,12-02-2023
6197,Corporate,24-01-2024
6198,Consumer,15-04-2024
6199,Consumer,01-10-2023
6200,Consumer,06-06-2023
6201,Corporate,20-04-2022
6202,Small Business,21-04-2023
6203,Consumer,30-03-2023
6204,Corporate,18-11-2023
6205,Corporate,16-08-2022
6206,Consumer,19-03-2024
6207,Small Business,15-10-2022
6208,Consumer,06-10-2023
6209,Small Business,22-01-2024
6210,Consumer,20-04-2023
6211,Consumer,28-04-2023
6212,Small Business,14-06-2022
6213,Consumer,11-05-2024
6214,Consumer,30-10-2024
6215,Consumer,23-01-2022
6216,Consumer,17-03-2024
6217,Small Business,18-01-2022
6218,Consumer,20-07-2022
6219,Consumer,18-12-2024
6220,Corporate,02-12-2024
6221,Consumer,15-03-2023
6222,Small Business,31-10-2022
6223,Corporate,05-06-2023
6224,Consumer,21-06-2024
6225,Consumer,28-01-2023
6226,Corporate,03-05-2022
6227,Consumer,30-04-2023
6228,Corporate,31-10-2022
6229,Consumer,31-08-2024
6230,Small Business,19-07-2024
6231,Consumer,05-01-2023
6232,Small Business,27-09-2024
6233,Small Business,19-03-2022
6234,Corporate,08-03-2023
6235,Consumer,05-01-2022
6236,Consumer,02-03-2024
6237,Consumer,31-01-2022
6238,Small Business,14-11-2022
6239,Small Business,20-11-2024
6240,Consumer,06-04-2023
6241,Consumer,25-09-2022
6242,Consumer,02-06-2024
6243,Consumer,22-03-2022
6244,Small Business,05-10-2022
6245,Small Business,27-06-2023
6246,Small Business,12-01-2022
6247,Small Business,18-11-2022
6248,Corporate,17-01-2024
6249,Consumer,26-12-2024
6250,Small Business,12-09-2022
6251,Small Business,11-05-2023
6252,Consumer,23-09-2024
6253,Corporate,06-06-2024
6254,Corporate,16-04-2022
6255,Consumer,05-11-2024
6256,Corporate,28-06-2024
6257,Corporate,25-09-2024
6258,Consumer,03-01-2022
6259,Consumer,30-07-2023
6260,Consumer,12-07-2024
6261,Corporate,27-07-2023
6262,Small Business,10-05-2024
6263,Corporate,10-10-2022
6264,Corporate,17-10-2023
6265,Consumer,08-03-2023
6266,Consumer,03-10-2023
6267,Corporate,06-03-2023
6268,Corporate,08-05-2023
6269,Consumer,07-04-2022
6270,Corporate,10-11-2022
6271,Corporate,27-03-2022
6272,Consumer,17-10-2023
6273,Consumer,28-05-2022
6274,Consumer,27-05-2022
6275,Consumer,29-12-2023
6276,Consumer,29-04-2024
6277,Consumer,16-10-2024
6278,Consumer,20-04-2024
6279,Consumer,12-01-2024
6280,Consumer,01-05-2024
6281,Small Business,02-04-2024
6282,Corporate,15-07-2022
6283,Consumer,19-09-2023
6284,Consumer,02-05-2022
6285,Consumer,10-01-2024
6286,Consumer,18-09-2024
6287,Consumer,07-09-2022
6288,Consumer,01-10-2023
6289,Consumer,18-05-2022
6290,Consumer,06-06-2024
6291,Consumer,03-01-2023
6292,Small Business,16-12-2023
6293,Consumer,17-04-2023
6294,Consumer,29-03-2023
6295,Consumer,12-02-2022
6296,Small Business,16-02-2024
6297,Corporate,13-10-2024
6298,Consumer,14-10-2024
6299,Consumer,23-03-2022
6300,Small Business,19-10-2024
6301,Consumer,23-07-2022
6302,Consumer,20-09-2023
6303,Small Business,26-06-2024
6304,Small Business,29-06-2024
6305,Corporate,25-11-2022
6306,Consumer,05-07-2022
6307,Small Business,25-01-2024
6308,Corporate,09-06-2023
6309,Corporate,30-04-2022
6310,Consumer,26-07-2024
6311,Consumer,18-01-2023
6312,Consumer,25-11-2023
6313,Consumer,26-06-2024
6314,Consumer,15-03-2024
6315,Consumer,04-05-2024
6316,Small Business,17-11-2022
6317,Small Business,05-02-2023
6318,Consumer,11-01-2023
6319,Corporate,17-04-2023
6320,Small Business,18-11-2022
6321,Consumer,13-12-2024
6322,Consumer,21-05-2024
6323,Consumer,10-04-2022
6324,Corporate,04-07-2024
6325,Consumer,19-10-2023
6326,Small Business,12-02-2024
6327,Consumer,13-08-2023
6328,Corporate,09-09-2024
6329,Small Business,14-12-2022
6330,Consumer,07-08-2022
6331,Consumer,06-06-2024
6332,Small Business,06-06-2022
6333,Corporate,22-04-2022
6334,Small Business,26-10-2024
6335,Consumer,23-08-2024
6336,Small Business,02-07-2022
6337,Small Business,23-04-2022
6338,Small Business,05-02-2022
6339,Consumer,10-05-2024
6340,Small Business,21-08-2024
6341,Consumer,16-11-2023
6342,Consumer,23-05-2022
6343,Consumer,26-10-2023
6344,Consumer,07-08-2024
6345,Consumer,29-12-2024
6346,Consumer,22-05-2022
6347,Small Business,09-08-2023
6348,Consumer,20-03-2023
6349,Consumer,02-12-2024
6350,Corporate,03-01-2022
6351,Small Business,24-01-2023
6352,Corporate,03-12-2022
6353,Consumer,06-07-2024
6354,Consumer,24-04-2024
6355,Consumer,29-06-2024
6356,Corporate,28-01-2024
6357,Consumer,22-07-2023
6358,Consumer,17-02-2023
6359,Corporate,11-10-2023
6360,Consumer,14-07-2022
6361,Consumer,07-06-2023
6362,Corporate,04-05-2022
6363,Consumer,19-08-2024
6364,Corporate,20-04-2024
6365,Small Business,09-01-2023
6366,Corporate,17-06-2022
6367,Consumer,22-03-2022
6368,Consumer,06-03-2023
6369,Consumer,14-09-2023
6370,Consumer,21-06-2023
6371,Consumer,19-06-2023
6372,Consumer,08-11-2023
6373,Consumer,05-06-2023
6374,Consumer,14-06-2024
6375,Corporate,01-07-2023
6376,Small Business,29-05-2022
6377,Consumer,29-10-2024
6378,Consumer,23-11-2024
6379,Corporate,17-03-2022
6380,Corporate,26-10-2024
6381,Consumer,10-04-2024
6382,Corporate,02-03-2022
6383,Consumer,27-08-2024
6384,Small Business,26-10-2023
6385,Small Business,05-03-2024
6386,Consumer,07-02-2024
6387,Consumer,10-03-2023
6388,Consumer,06-09-2023
6389,Consumer,20-06-2024
6390,Consumer,26-10-2024
6391,Consumer,02-03-2023
6392,Small Business,23-10-2022
6393,Small Business,13-01-2022
6394,Small Business,02-10-2022
6395,Consumer,04-02-2022
6396,Consumer,16-08-2024
6397,Consumer,23-07-2024
6398,Consumer,03-04-2024
6399,Consumer,27-05-2024
6400,Consumer,31-10-2023
6401,Consumer,21-12-2024
6402,Consumer,09-06-2023
6403,Consumer,05-02-2023
6404,Consumer,25-10-2024
6405,Consumer,19-09-2024
6406,Consumer,28-10-2024
6407,Corporate,30-08-2023
6408,Consumer,21-04-2023
6409,Consumer,13-10-2022
6410,Corporate,02-06-2024
6411,Small Business,08-05-2024
6412,Corporate,15-02-2024
6413,Consumer,30-07-2024
6414,Consumer,15-03-2023
6415,Consumer,18-08-2022
6416,Corporate,03-03-2023
6417,Small Business,28-04-2022
6418,Consumer,06-09-2024
6419,Small Business,05-03-2024
6420,Consumer,21-01-2024
6421,Small Business,30-09-2023
6422,Corporate,14-12-2023
6423,Small Business,30-01-2024
6424,Corporate,22-07-2024
6425,Small Business,13-03-2024
6426,Consumer,31-03-2024
6427,Corporate,26-09-2024
6428,Consumer,06-10-2023
6429,Consumer,04-09-2023
6430,Consumer,04-08-2022
6431,Corporate,17-04-2024
6432,Small Business,02-10-2022
6433,Consumer,04-01-2023
6434,Consumer,25-02-2022
6435,Consumer,02-09-2023
6436,Small Business,30-05-2023
6437,Small Business,27-11-2022
6438,Consumer,15-01-2024
6439,Consumer,16-12-2022
6440,Small Business,03-04-2024
6441,Corporate,04-06-2022
6442,Consumer,19-12-2024
6443,Consumer,26-11-2024
6444,Consumer,20-06-2022
6445,Small Business,19-03-2024
6446,Small Business,19-03-2024
6447,Small Business,31-12-2022
6448,Corporate,19-08-2023
6449,Consumer,26-01-2022
6450,Consumer,12-09-2023
6451,Small Business,17-07-2024
6452,Consumer,24-05-2024
6453,Corporate,03-02-2024
6454,Corporate,12-08-2022
6455,Consumer,01-10-2024
6456,Corporate,05-04-2022
6457,Consumer,12-08-2024
6458,Small Business,30-06-2024
6459,Small Business,31-08-2024
6460,Corporate,17-04-2023
6461,Corporate,04-02-2022
6462,Consumer,09-11-2022
6463,Small Business,29-05-2023
6464,Consumer,13-10-2024
6465,Consumer,15-10-2023
6466,Corporate,24-09-2022
6467,Consumer,07-02-2024
6468,Consumer,26-03-2023
6469,Consumer,05-02-2022
6470,Corporate,11-10-2022
6471,Consumer,21-02-2024
6472,Consumer,20-06-2024
6473,Corporate,11-05-2023
6474,Consumer,31-05-2022
6475,Small Business,29-08-2024
6476,Consumer,06-01-2022
6477,Consumer,19-08-2023
6478,Consumer,26-05-2022
6479,Consumer,17-04-2024
6480,Consumer,22-03-2023
6481,Corporate,09-08-2022
6482,Consumer,07-11-2023
6483,Consumer,05-09-2022
6484,Corporate,09-04-2024
6485,Consumer,28-03-2022
6486,Consumer,16-06-2024
6487,Small Business,04-12-2024
6488,Consumer,27-04-2022
6489,Small Business,18-11-2024
6490,Consumer,24-10-2024
6491,Consumer,20-01-2024
6492,Corporate,09-11-2022
6493,Small Business,01-11-2023
6494,Small Business,28-02-2024
6495,Small Business,16-07-2024
6496,Consumer,02-10-2024
6497,Consumer,06-06-2024
6498,Small Business,04-12-2022
6499,Consumer,22-10-2024
6500,Small Business,20-05-2023
6501,Consumer,09-03-2022
6502,Consumer,07-09-2022
6503,Consumer,11-11-2022
6504,Corporate,12-11-2022
6505,Consumer,07-01-2024
6506,Consumer,09-01-2024
6507,Consumer,13-10-2023
6508,Small Business,20-08-2022
6509,Corporate,22-01-2023
6510,Consumer,17-11-2024
6511,Consumer,31-07-2023
6512,Consumer,26-06-2023
6513,Small Business,01-11-2023
6514,Consumer,11-06-2024
6515,Consumer,10-12-2024
6516,Consumer,23-04-2024
6517,Consumer,23-02-2023
6518,Small Business,08-01-2024
6519,Consumer,31-12-2023
6520,Corporate,12-03-2022
6521,Consumer,02-01-2022
6522,Small Business,08-05-2022
6523,Consumer,31-01-2022
6524,Consumer,07-04-2024
6525,Consumer,07-11-2022
6526,Consumer,11-01-2024
6527,Small Business,20-02-2023
6528,Small Business,07-01-2022
6529,Consumer,22-05-2023
6530,Corporate,31-05-2023
6531,Corporate,04-01-2022
6532,Consumer,12-07-2023
6533,Consumer,09-06-2024
6534,Consumer,29-04-2023
6535,Corporate,31-07-2023
6536,Corporate,13-06-2022
6537,Corporate,30-10-2024
6538,Small Business,18-12-2024
6539,Consumer,18-02-2024
6540,Consumer,08-09-2024
6541,Small Business,05-11-2022
6542,Consumer,02-02-2022
6543,Consumer,12-09-2024
6544,Consumer,17-01-2022
6545,Consumer,19-07-2023
6546,Small Business,23-12-2023
6547,Consumer,06-09-2022
6548,Consumer,14-09-2024
6549,Consumer,16-07-2024
6550,Consumer,12-05-2024
6551,Consumer,26-11-2022
6552,Consumer,02-04-2022
6553,Consumer,15-07-2024
6554,Consumer,02-12-2024
6555,Consumer,28-04-2023
6556,Consumer,28-08-2022
6557,Corporate,08-09-2023
6558,Consumer,05-12-2024
6559,Corporate,28-09-2022
6560,Corporate,20-04-2022
6561,Consumer,12-12-2023
6562,Small Business,23-07-2023
6563,Consumer,08-03-2022
6564,Consumer,07-07-2022
6565,Consumer,08-07-2023
6566,Consumer,18-02-2024
6567,Consumer,27-06-2024
6568,Consumer,07-12-2022
6569,Consumer,11-08-2023
6570,Consumer,07-01-2022
6571,Consumer,01-07-2024
6572,Consumer,26-06-2022
6573,Consumer,22-04-2024
6574,Consumer,03-04-2023
6575,Consumer,02-10-2022
6576,Consumer,30-08-2022
6577,Consumer,09-07-2023
6578,Consumer,10-09-2022
6579,Consumer,07-03-2023
6580,Small Business,22-09-2024
6581,Corporate,05-01-2023
6582,Corporate,07-02-2023
6583,Consumer,11-10-2023
6584,Consumer,18-07-2023
6585,Small Business,06-11-2023
6586,Consumer,21-09-2023
6587,Small Business,29-12-2023
6588,Small Business,24-11-2023
6589,Consumer,08-04-2022
6590,Corporate,12-06-2024
6591,Corporate,25-05-2022
6592,Consumer,05-09-2022
6593,Consumer,10-07-2023
6594,Small Business,24-06-2023
6595,Small Business,03-12-2022
6596,Consumer,29-08-2023
6597,Consumer,04-06-2024
6598,Consumer,23-04-2024
6599,Corporate,26-06-2023
6600,Consumer,13-10-2024
6601,Consumer,20-10-2022
6602,Consumer,13-04-2023
6603,Small Business,14-05-2023
6604,Corporate,11-03-2022
6605,Corporate,11-12-2022
6606,Consumer,22-04-2024
6607,Consumer,16-11-2023
6608,Consumer,05-03-2023
6609,Consumer,15-09-2022
6610,Consumer,21-01-2024
6611,Consumer,30-06-2022
6612,Consumer,21-01-2023
6613,Consumer,19-08-2022
6614,Corporate,01-08-2023
6615,Consumer,05-02-2022
6616,Corporate,23-03-2024
6617,Small Business,18-08-2023
6618,Consumer,23-09-2022
6619,Consumer,05-08-2022
6620,Consumer,06-06-2024
6621,Consumer,12-06-2023
6622,Small Business,01-06-2023
6623,Consumer,15-12-2023
6624,Consumer,27-08-2024
6625,Corporate,12-01-2023
6626,Consumer,18-07-2024
6627,Consumer,25-11-2023
6628,Small Business,18-12-2023
6629,Corporate,25-02-2022
6630,Consumer,19-06-2024
6631,Small Business,29-05-2023
6632,Consumer,06-09-2023
6633,Corporate,27-05-2023
6634,Consumer,05-07-2024
6635,Corporate,23-06-2024
6636,Corporate,02-10-2023
6637,Consumer,22-12-2022
6638,Small Business,31-07-2023
6639,Small Business,16-05-2023
6640,Corporate,12-06-2022
6641,Small Business,19-03-2023
6642,Consumer,06-10-2023
6643,Consumer,18-03-2023
6644,Consumer,10-03-2022
6645,Consumer,07-03-2023
6646,Small Business,17-01-2023
6647,Consumer,30-07-2022
6648,Consumer,31-10-2023
6649,Small Business,11-11-2024
6650,Consumer,09-05-2023
6651,Corporate,21-11-2023
6652,Consumer,21-12-2024
6653,Corporate,10-01-2022
6654,Consumer,12-01-2024
6655,Consumer,11-02-2024
6656,Consumer,29-08-2022
6657,Small Business,29-05-2022
6658,Consumer,11-05-2024
6659,Corporate,10-09-2024
6660,Consumer,30-03-2024
6661,Corporate,22-01-2023
6662,Consumer,13-12-2024
6663,Small Business,15-07-2023
6664,Corporate,02-01-2022
6665,Consumer,11-05-2023
6666,Consumer,24-05-2022
6667,Consumer,19-12-2023
6668,Small Business,17-07-2023
6669,Consumer,06-09-2023
6670,Small Business,17-01-2024
6671,Consumer,20-10-2023
6672,Consumer,25-01-2024
6673,Corporate,31-05-2023
6674,Consumer,01-02-2022
6675,Consumer,15-02-2024
6676,Consumer,01-03-2024
6677,Consumer,14-05-2023
6678,Consumer,30-08-2024
6679,Consumer,02-07-2022
6680,Consumer,09-07-2024
6681,Consumer,26-03-2023
6682,Consumer,15-04-2023
6683,Consumer,27-05-2023
6684,Consumer,23-08-2024
6685,Small Business,01-04-2024
6686,Corporate,24-04-2023
6687,Consumer,19-09-2022
6688,Small Business,01-06-2023
6689,Consumer,04-03-2022
6690,Corporate,20-08-2023
6691,Small Business,04-01-2022
6692,Consumer,21-10-2024
6693,Consumer,19-08-2023
6694,Small Business,29-09-2022
6695,Consumer,03-03-2022
6696,Consumer,14-10-2022
6697,Consumer,10-08-2024
6698,Consumer,15-11-2023
6699,Corporate,31-05-2023
6700,Small Business,10-02-2023
6701,Consumer,02-01-2024
6702,Corporate,28-04-2022
6703,Consumer,03-12-2024
6704,Corporate,26-06-2023
6705,Consumer,31-07-2023
6706,Consumer,22-08-2023
6707,Corporate,11-07-2022
6708,Small Business,26-02-2022
6709,Consumer,26-07-2022
6710,Small Business,05-12-2023
6711,Consumer,18-01-2024
6712,Small Business,20-07-2022
6713,Consumer,06-11-2022
6714,Consumer,17-07-2024
6715,Corporate,08-09-2023
6716,Small Business,31-12-2022
6717,Corporate,22-10-2022
6718,Corporate,29-06-2024
6719,Small Business,05-05-2023
6720,Small Business,11-07-2023
6721,Consumer,09-11-2024
6722,Consumer,05-04-2023
6723,Small Business,01-04-2023
6724,Consumer,01-06-2022
6725,Corporate,11-12-2022
6726,Consumer,02-07-2023
6727,Corporate,08-05-2022
6728,Consumer,13-05-2022
6729,Consumer,23-05-2022
6730,Corporate,05-12-2023
6731,Consumer,28-06-2023
6732,Consumer,17-07-2022
6733,Consumer,26-01-2023
6734,Corporate,30-03-2022
6735,Consumer,18-09-2022
6736,Small Business,22-07-2022
6737,Corporate,27-03-2022
6738,Small Business,31-03-2022
6739,Consumer,13-09-2023
6740,Consumer,28-04-2023
6741,Consumer,30-03-2022
6742,Consumer,07-07-2023
6743,Small Business,21-03-2022
6744,Small Business,26-12-2023
6745,Corporate,01-11-2024
6746,Corporate,28-12-2024
6747,Consumer,18-12-2024
6748,Corporate,23-01-2022
