OrderID,OrderDate,Region,City,Channel,PaymentMethod,CustomerKey,ProductKey,Quantity,UnitPrice,Discount(%),ShippingFee,Tax_Rate,Returned,ReturnReason,GrossAmount,DiscountAmount,TaxAmount,NetRevenue
723481,2024-05-09,West,Mumbai,Online,UPI,7990,10,1,10310,0.25,199,0.18,0,,10310.00,2577.50,1427.67,9359.17
723482,2024-05-16,West,Ahmedabad,Online,NetBanking,9204,3,3,39314,0,99,0.18,0,,117942.00,0.00,21247.38,139288.38
723483,2024-12-30,South,Hyderabad,Online,Card,9297,15,3,41570,0.15,49,0.18,0,,124710.00,18706.50,19089.45,125141.95
723484,2024-01-29,West,Indore,Online,UPI,3419,1,4,18794,0,149,0.18,0,,75176.00,0.00,13558.50,88883.50
723485,2024-09-26,East,Kolkata,Retail,COD,1588,3,4,35211,0.2,49,0.18,0,,140844.00,28168.80,20290.36,133014.56
723486,2024-06-20,North,Jaipur,Online,UPI,11045,5,3,3284,0,199,0.18,0,,9852.00,0.00,1809.18,11860.18
723487,2024-03-14,West,Ahmedabad,Retail,NetBanking,4542,6,2,2231,0.05,0,0.18,1,Wrong Item,4462.00,223.10,763.00,5001.90
723488,2024-10-10,South,Kochi,Online,Card,4203,14,3,36749,0,99,0.18,0,,110247.00,0.00,19862.28,130208.28
723489,2024-10-16,West,Indore,Distributor,Card,3990,5,3,3954,0.05,49,0.18,0,,11862.00,593.10,2037.22,13355.12
723490,2024-07-31,West,Pune,Retail,COD,2415,2,4,33484,0.15,49,0.18,0,,133936.00,20090.40,20501.03,134395.63
723491,2024-03-23,West,Indore,Online,Card,8721,14,2,35287,0.05,99,0.18,0,,70574.00,3528.70,12085.97,79230.27
723492,2024-12-14,East,Bhubaneswar,Distributor,UPI,1458,1,3,33156,0.1,0,0.18,0,,99468.00,9946.80,16113.82,105635.02
723493,2024-04-16,West,Indore,Online,UPI,7606,12,2,50540,0.05,0,0.18,0,,101080.00,5054.00,17284.68,113310.68
723494,2024-10-25,West,Mumbai,Online,UPI,10055,9,6,323,0,199,0.18,0,,1938.00,0.00,384.66,2521.66
723495,2024-03-10,South,Chennai,Distributor,NetBanking,5067,5,5,4164,0,99,0.18,0,,20820.00,0.00,3765.42,24684.42
723496,2024-12-04,North,Delhi,Retail,Card,6817,2,4,42261,0,149,0.18,0,,169044.00,0.00,30454.74,199647.74
723497,2024-10-29,West,Mumbai,Online,UPI,2744,7,3,784,0.05,99,0.18,0,,2352.00,117.60,420.01,2753.41
723498,2024-08-22,South,Chennai,Online,UPI,11581,2,2,16960,0,99,0.18,0,,33920.00,0.00,6123.42,40142.42
723499,2024-10-10,North,Lucknow,Online,UPI,4711,1,4,16492,0.15,99,0.18,0,,65968.00,9895.20,10110.92,66282.72
723500,2024-11-22,West,Ahmedabad,Distributor,UPI,2570,8,7,23202,0,149,0.18,0,,162414.00,0.00,29261.34,191824.34
723501,2024-04-07,North,Lucknow,Online,UPI,4329,7,6,2087,0.15,149,0.18,0,,12522.00,1878.30,1942.69,12735.39
723502,2024-01-12,East,Patna,Retail,NetBanking,4064,9,2,315,0,199,0.18,0,,630.00,0.00,149.22,978.22
723503,2024-03-02,North,Jaipur,Online,UPI,6774,8,4,26654,0,199,0.18,0,,106616.00,0.00,19226.70,126041.70
723504,2024-12-20,West,Indore,Distributor,Card,10252,5,3,2965,0,49,0.18,0,,8895.00,0.00,1609.92,10553.92
723505,2024-10-04,South,Bengaluru,Distributor,Card,4548,14,3,49102,0,49,0.18,0,,147306.00,0.00,26523.90,173878.90
723506,2024-09-02,North,Chandigarh,Retail,UPI,1468,8,1,28645,0.1,99,0.18,0,,28645.00,2864.50,4658.31,30537.81
723507,2024-02-11,West,Pune,Retail,Card,106,1,6,18593,0.05,99,0.18,0,,111558.00,5577.90,19094.24,125173.34
723508,2024-04-28,East,Bhubaneswar,Retail,UPI,9289,8,3,22207,0.05,0,0.18,0,,66621.00,3331.05,11392.19,74682.14
723509,2024-04-25,West,Pune,Online,Card,1659,6,2,4278,0,0,0.18,0,,8556.00,0.00,1540.08,10096.08
723510,2024-05-19,West,Pune,Distributor,COD,10376,10,3,14314,0.05,99,0.18,0,,42942.00,2147.10,7360.90,48254.80
723511,2024-06-18,North,Delhi,Distributor,Card,8818,8,5,51839,0,99,0.18,0,,259195.00,0.00,46672.92,305966.92
723512,2024-08-14,East,Guwahati,Online,UPI,5481,10,2,1883,0.1,199,0.18,1,No Longer Needed,3766.00,376.60,645.91,4234.31
723513,2024-11-12,East,Patna,Distributor,UPI,797,3,4,25225,0.1,149,0.18,0,,100900.00,10090.00,16372.62,107331.62
723514,2024-05-08,West,Pune,Online,UPI,4645,14,4,18020,0.2,199,0.18,1,Damaged,72080.00,14416.00,10415.34,68278.34
723515,2024-10-16,South,Kochi,Retail,Card,675,12,2,61544,0.1,99,0.18,0,,123088.00,12308.80,19958.08,130836.28
723516,2024-10-16,South,Hyderabad,Online,NetBanking,11238,11,2,13405,0,49,0.18,1,Damaged,26810.00,0.00,4834.62,31693.62
723517,2024-08-11,North,Chandigarh,Online,NetBanking,5402,7,3,398,0.05,99,0.18,0,,1194.00,59.70,221.99,1455.29
723518,2024-04-07,East,Bhubaneswar,Online,UPI,778,12,2,55028,0.2,149,0.18,0,,110056.00,22011.20,15874.88,104068.68
723519,2024-11-18,North,Chandigarh,Online,COD,5335,5,3,913,1.1,0,0.18,0,,2739.00,0.00,493.02,3232.02
723520,2024-03-19,North,Delhi,Retail,Card,4959,6,4,2555,0.1,49,0.18,0,,10220.00,1022.00,1664.46,10911.46
723521,2024-12-14,East,Patna,Online,Card,1465,3,4,34475,0.05,99,0.18,0,,137900.00,6895.00,23598.72,154702.72
723522,2024-08-06,North,Jaipur,Retail,Card,10825,4,3,62242,0,199,0.18,1,No Longer Needed,186726.00,0.00,33646.50,220571.50
723523,2024-12-13,East,Guwahati,Online,UPI,4615,8,3,55445,0.05,99,0.18,0,,166335.00,8316.75,28461.10,186578.35
723524,2024-04-11,North,Jaipur,Online,NetBanking,6016,13,2,4109,0.05,0,0.18,0,,8218.00,410.90,1405.28,9212.38
723525,2024-11-11,North,Jaipur,Retail,NetBanking,6864,7,4,1139,0,199,0.18,0,,4556.00,0.00,855.90,5610.90
723526,2024-07-15,East,Kolkata,Online,UPI,11629,11,3,3184,0,99,0.18,0,,9552.00,0.00,1737.18,11388.18
723527,2024-12-31,East,Guwahati,Online,NetBanking,2012,11,3,9564,0.2,0,0.18,0,,28692.00,5738.40,4131.65,27085.25
723528,2024-10-22,West,Indore,Retail,Card,4524,14,3,29762,0,49,0.18,0,,89286.00,0.00,16080.30,105415.30
723529,2024-04-06,East,Bhubaneswar,Online,Card,4922,2,3,10721,0.25,0,0.18,0,,32163.00,8040.75,4342.00,28464.25
723530,2024-11-15,North,Delhi,Distributor,Card,4438,11,8,4544,0.25,99,0.18,0,,36352.00,9088.00,4925.34,32288.34
723531,2024-04-22,South,Hyderabad,Online,COD,10906,8,3,31609,0,99,0.18,0,,94827.00,0.00,17086.68,112012.68
723532,2024-08-13,North,Chandigarh,Retail,Card,2903,11,4,2377,0.05,199,0.18,0,,9508.00,475.40,1661.69,10893.29
723533,2024-03-04,South,Hyderabad,Online,NetBanking,3475,10,2,12126,0.05,0,0.18,0,,24252.00,1212.60,4147.09,27186.49
723534,2024-08-20,East,Patna,Retail,UPI,3730,8,4,36380,0,199,0.18,0,,145520.00,0.00,26229.42,171948.42
723535,2024-10-21,East,Bhubaneswar,Online,UPI,7646,14,3,18033,0,99,0.18,0,,54099.00,0.00,9755.64,63953.64
723536,2024-08-30,East,Kolkata,Online,NetBanking,1024,13,2,701,0,99,0.18,0,,1402.00,0.00,270.18,1771.18
723537,2024-12-18,North,Delhi,Online,UPI,4144,6,3,2100,0,99,0.18,0,,6300.00,0.00,1151.82,7550.82
723538,2024-08-03,West,Mumbai,Online,Card,7558,10,2,15049,0,49,0.18,1,Wrong Item,30098.00,0.00,5426.46,35573.46
723539,2024-03-13,East,Patna,Online,Card,6831,8,3,45662,0.05,0,0.18,0,,136986.00,6849.30,23424.61,153561.31
723540,2024-11-02,East,Bhubaneswar,Online,UPI,2434,1,3,46872,0,49,0.18,0,,140616.00,0.00,25319.70,165984.70
723541,2024-04-01,West,Pune,Retail,NetBanking,1222,15,5,47897,0,49,0.18,0,,239485.00,0.00,43116.12,282650.12
723542,2024-10-29,East,Patna,Retail,Card,1138,13,3,552,0.05,0,0.18,0,,1656.00,82.80,283.18,1856.38
723543,2024-04-27,West,Mumbai,Retail,UPI,3869,14,3,40305,0.05,0,0.18,0,,120915.00,6045.75,20676.46,135545.71
723544,2024-06-19,West,Mumbai,Online,COD,5565,10,2,9311,0.2,149,0.18,0,,18622.00,3724.40,2708.39,17754.99
723545,2024-10-08,West,Indore,Retail,Card,11908,9,4,1593,0,99,0.18,0,,6372.00,0.00,1164.78,7635.78
723546,2024-10-17,West,Mumbai,Retail,UPI,1556,13,4,2127,0.1,49,0.18,0,,8508.00,850.80,1387.12,9093.32
723547,2024-07-28,West,Ahmedabad,Retail,NetBanking,10827,3,5,49843,0,49,0.18,0,,249215.00,0.00,44867.52,294131.52
723548,2024-03-15,North,Jaipur,Retail,UPI,8520,15,1,19006,0,0,0.18,0,,19006.00,0.00,3421.08,22427.08
723549,2024-11-25,East,Kolkata,Online,Card,3616,11,3,4605,0,49,0.18,0,,13815.00,0.00,2495.52,16359.52
723550,2024-04-03,East,Guwahati,Online,NetBanking,8267,6,1,4488,0,0,0.18,0,,4488.00,0.00,807.84,5295.84
723551,2024-04-03,South,Hyderabad,Online,Card,8549,9,6,362,0,149,0.18,0,,2172.00,0.00,417.78,2738.78
723552,2024-03-04,West,Pune,Retail,UPI,10721,4,5,11814,0,49,0.18,0,,59070.00,0.00,10641.42,69760.42
723553,2024-11-11,South,Chennai,Distributor,UPI,9561,12,2,13200,0.05,99,0.18,0,,26400.00,1320.00,4532.22,29711.22
723554,2024-12-09,South,Chennai,Online,NetBanking,8699,1,4,57545,0,0,0.18,0,,230180.00,0.00,41432.40,271612.40
723555,2024-05-30,West,Pune,Online,UPI,7676,15,5,22594,0.2,199,0.18,0,,112970.00,22594.00,16303.50,106878.50
723556,2024-03-14,West,Mumbai,Online,NetBanking,5591,8,3,52132,0.1,99,0.18,0,,156396.00,15639.60,25353.97,166209.37
723557,2024-01-30,South,Hyderabad,Retail,UPI,2977,9,4,2064,0,149,0.18,0,,8256.00,0.00,1512.90,9917.90
723558,2024-02-13,East,Bhubaneswar,Online,Card,10644,9,4,1489,0.25,99,0.18,0,,5956.00,1489.00,821.88,5387.88
723559,2024-05-17,East,Patna,Online,Card,263,11,1,13072,0.1,49,0.18,1,Late Delivery,78432.00,7843.20,12714.80,83352.60
723560,2024-09-27,East,Kolkata,Retail,COD,5007,6,2,2031,0.1,99,0.18,0,,4062.00,406.20,675.86,4430.66
723561,2024-06-26,West,Pune,Retail,UPI,1181,13,4,2775,0.1,199,0.18,0,,11100.00,1110.00,1834.02,12023.02
723562,2024-12-23,North,Lucknow,Online,UPI,9819,10,4,10737,0.05,0,0.18,0,,42948.00,2147.40,7344.11,48144.71
723563,2024-10-28,South,Chennai,Distributor,Card,11847,14,3,49312,0,199,0.18,1,No Longer Needed,147936.00,0.00,26664.30,174799.30
723564,2024-05-03,North,Delhi,Online,Card,4645,15,6,62749,0,99,0.18,0,,376494.00,0.00,67786.74,444379.74
723565,2024-02-27,North,Jaipur,Online,NetBanking,10471,14,3,60093,0,99,0.18,0,,180279.00,0.00,32468.04,212846.04
723566,2024-01-14,North,Delhi,Retail,UPI,725,6,5,1808,0,99,0.18,0,,9040.00,0.00,1645.02,10784.02
723567,2024-05-02,East,Bhubaneswar,Online,UPI,5223,7,2,690,0.25,149,0.18,1,No Longer Needed,1380.00,345.00,213.12,1397.12
723568,2024-12-05,West,Mumbai,Online,UPI,3702,14,3,26832,0.1,49,0.18,0,,80496.00,8049.60,13049.17,85544.57
723569,2024-04-29,West,Pune,Online,Card,8890,12,3,13301,0.05,199,0.18,0,,39903.00,1995.15,6859.23,44966.08
723570,2024-11-25,North,Jaipur,Retail,Card,11901,5,5,2983,0.05,99,0.18,0,,14915.00,745.75,2568.28,16836.53
723571,2024-12-21,West,Mumbai,Retail,COD,6465,5,3,2846,0.05,49,0.18,0,,8538.00,426.90,1468.82,9628.92
723572,2024-02-20,South,Bengaluru,Distributor,COD,6085,1,6,41787,0.05,49,0.18,0,,250722.00,12536.10,42882.28,281117.18
723573,2024-02-14,North,Delhi,Online,UPI,9189,2,3,51841,0,0,0.18,0,,155523.00,0.00,27994.14,183517.14
723574,2024-05-08,East,Kolkata,Retail,UPI,9696,7,3,745,0,0,0.18,0,,2235.00,0.00,402.30,2637.30
723575,2024-02-20,West,Ahmedabad,Online,Card,9246,7,6,571,0,0,0.18,0,,3426.00,0.00,616.68,4042.68
723576,2024-03-10,East,Patna,Online,UPI,10859,5,4,371,0,149,0.18,0,,1484.00,0.00,293.94,1926.94
723577,2024-11-27,North,Chandigarh,Online,NetBanking,6533,14,3,35209,0.15,99,0.18,0,,105627.00,15844.05,16178.75,106060.70
723578,2024-07-24,East,Kolkata,Retail,UPI,2455,3,3,36842,0.2,0,0.18,0,,110526.00,22105.20,15915.74,104336.54
723579,2024-10-10,North,Jaipur,Online,NetBanking,9047,4,11,10828,0,99,0.18,0,,119108.00,0.00,21457.26,140664.26
723580,2024-09-17,South,Chennai,Online,COD,10912,7,3,3962,0,199,0.18,0,,11886.00,0.00,2175.30,14260.30
723581,2024-04-19,West,Ahmedabad,Retail,UPI,5106,2,5,36072,0,0,0.18,1,No Longer Needed,180360.00,0.00,32464.80,212824.80
723582,2024-04-19,West,Indore,Online,NetBanking,2748,8,7,25367,0.15,199,0.18,0,,177569.00,26635.35,27203.88,178336.53
723583,2024-12-24,West,Indore,Online,Card,9187,14,2,63266,0.25,99,0.18,0,,126532.00,31633.00,17099.64,112097.64
723584,2024-09-16,North,Lucknow,Online,NetBanking,6945,8,7,26868,0.1,49,0.18,1,Late Delivery,188076.00,18807.60,30477.13,199794.53
723585,2024-10-05,South,Chennai,Retail,UPI,9886,8,6,40470,0,0,0.18,0,,242820.00,0.00,43707.60,286527.60
723586,2024-07-08,South,Hyderabad,Online,UPI,1049,14,1,11107,0.15,99,0.18,0,,11107.00,1666.05,1717.19,11257.14
723587,2024-11-26,West,Mumbai,Online,COD,77,3,4,32198,0,99,0.18,0,,128792.00,0.00,23200.38,152091.38
723588,2024-05-28,North,Chandigarh,Retail,Card,5236,3,7,25215,0.1,49,0.18,0,,176505.00,17650.50,28602.63,187506.13
723589,2024-02-01,North,Lucknow,Online,UPI,10684,4,5,12906,0,0,0.18,0,,64530.00,0.00,11615.40,76145.40
723590,2024-09-05,West,Mumbai,Online,UPI,10849,15,5,34965,0,49,0.18,0,,174825.00,0.00,31477.32,206351.32
723591,2024-12-15,North,Lucknow,Online,COD,1825,5,2,3785,0.05,149,0.18,0,,7570.00,378.50,1321.29,8661.79
723592,2024-11-12,North,Lucknow,Online,NetBanking,7821,14,4,31124,0.05,199,0.18,0,,124496.00,6224.80,21324.64,139794.84
723593,2024-01-26,West,Pune,Online,UPI,9251,4,10,57609,0,49,0.18,0,,576090.00,0.00,103705.02,679844.02
723594,2024-01-27,South,Chennai,Online,Card,1380,2,5,59215,0.15,0,0.18,0,,296075.00,44411.25,45299.48,296963.23
723595,2024-09-18,West,Ahmedabad,Online,UPI,1264,3,4,26516,0.1,0,0.18,0,,106064.00,10606.40,17182.37,112639.97
723596,2024-10-21,North,Delhi,Retail,UPI,4158,1,4,10850,0.2,99,0.18,0,,43400.00,8680.00,6267.42,41086.42
723597,2024-07-15,South,Bengaluru,Retail,Card,4370,12,5,54962,0,49,0.18,0,,274810.00,0.00,49474.62,324333.62
723598,2024-06-30,East,Bhubaneswar,Distributor,UPI,7139,15,8,62454,0,99,0.18,0,,499632.00,0.00,89951.58,589682.58
723599,2024-05-22,East,Guwahati,Online,Card,5027,4,5,27245,0.05,0,0.18,0,,136225.00,6811.25,23294.48,152708.23
723600,2024-06-16,East,Kolkata,Retail,Card,2174,1,2,32548,0,49,0.18,1,Wrong Item,65096.00,0.00,11726.10,76871.10
723601,2024-08-25,South,Hyderabad,Online,Card,5777,15,3,8149,0.1,99,0.18,0,,24447.00,2444.70,3978.23,26079.53
723602,2024-07-24,West,Mumbai,Online,Card,3832,1,3,33613,0,0,0.18,1,No Longer Needed,100839.00,0.00,18151.02,118990.02
723603,2024-01-21,West,Pune,Online,Card,3798,8,4,59823,0.2,49,0.18,0,,239292.00,47858.40,34466.87,225949.47
723604,2024-01-16,West,Pune,Retail,Card,9889,9,3,3306,0,49,0.18,0,,9918.00,0.00,1794.06,11761.06
723605,2024-03-01,West,Indore,Online,NetBanking,1234,2,2,32883,0.05,49,0.18,0,,65766.00,3288.30,11254.81,73781.51
723606,2024-05-23,South,Bengaluru,Retail,UPI,2928,7,4,3579,0.1,49,0.18,0,,14316.00,1431.60,2328.01,15261.41
723607,2024-04-16,North,Chandigarh,Online,COD,8347,11,5,15171,0,0,0.18,0,,75855.00,0.00,13653.90,89508.90
723608,2024-07-05,West,Indore,Retail,UPI,53,1,5,13789,0.1,0,0.18,0,,68945.00,6894.50,11169.09,73219.59
723609,2024-04-19,South,Bengaluru,Retail,COD,9205,2,3,11922,0,0,0.18,0,,35766.00,0.00,6437.88,42203.88
723610,2024-10-09,West,Pune,Retail,COD,7924,11,3,4849,0,0,0.18,1,Damaged,14547.00,0.00,2618.46,17165.46
723611,2024-06-19,West,Indore,Online,UPI,10210,13,2,1861,0.05,0,0.18,0,,3722.00,186.10,636.46,4172.36
723612,2024-11-15,North,Delhi,Retail,NetBanking,3994,8,2,49171,0.05,0,0.18,0,,98342.00,4917.10,16816.48,110241.38
723613,2024-01-21,East,Guwahati,Online,UPI,4344,3,2,44416,0.15,99,0.18,0,,88832.00,13324.80,13609.12,89215.32
723614,2024-05-27,South,Chennai,Online,Card,7073,4,2,46791,0.1,49,0.18,0,,93582.00,9358.20,15169.10,99441.90
723615,2024-11-14,West,Pune,Retail,UPI,969,7,3,4122,0,49,0.18,0,,12366.00,0.00,2234.70,14649.70
723616,2024-11-03,North,Delhi,Online,COD,10825,6,5,791,0.15,99,0.18,0,,3955.00,593.25,622.93,4083.68
723617,2024-01-04,North,Jaipur,Online,UPI,4424,5,5,2985,0.2,49,0.18,0,,14925.00,2985.00,2158.02,14147.02
723618,2024-10-16,South,Bengaluru,Online,NetBanking,7482,1,1,19995,0.05,149,0.18,0,,19995.00,999.75,3445.96,22590.21
723619,2024-06-06,South,Chennai,Online,UPI,8837,13,4,459,0.2,99,0.18,1,Wrong Item,1836.00,367.20,282.20,1850.00
723620,2024-06-15,North,Chandigarh,Retail,COD,6518,3,3,15632,0,99,0.18,0,,46896.00,0.00,8459.10,55454.10
723621,2024-04-14,South,Hyderabad,Retail,Card,6854,12,3,31806,0.15,0,0.18,1,Damaged,95418.00,14312.70,14598.95,95704.25
723622,2024-07-29,East,Bhubaneswar,Retail,NetBanking,6612,14,3,31434,0.1,149,0.18,0,,94302.00,9430.20,15303.74,100324.54
723623,2024-10-25,West,Ahmedabad,Online,UPI,3147,9,2,2086,0,0,0.18,1,Damaged,4172.00,0.00,750.96,4922.96
723624,2024-08-30,North,Lucknow,Online,UPI,148,2,5,23053,0,99,0.18,0,,115265.00,0.00,20765.52,136129.52
723625,2024-11-10,North,Lucknow,Retail,UPI,7394,9,3,2014,0.2,0,0.18,0,,6042.00,1208.40,870.05,5703.65
723626,2024-09-29,South,Hyderabad,Online,UPI,604,12,3,16624,0,0,0.18,0,,49872.00,0.00,8976.96,58848.96
723627,2024-02-03,East,Patna,Online,Card,11226,7,2,4473,0.1,199,0.18,0,,8946.00,894.60,1485.07,9735.47
723628,2024-01-06,North,Lucknow,Distributor,NetBanking,8933,15,5,50740,0,99,0.18,0,,253700.00,0.00,45683.82,299482.82
723629,2024-06-21,North,Jaipur,Distributor,UPI,8335,10,3,15548,0.1,99,0.18,0,,46644.00,4664.40,7574.15,49652.75
723630,2024-11-16,North,Chandigarh,Online,Card,10492,14,3,42802,0,0,0.18,0,,128406.00,0.00,23113.08,151519.08
723631,2024-02-14,North,Delhi,Retail,UPI,9656,5,4,2380,0,49,0.18,0,,9520.00,0.00,1722.42,11291.42
723632,2024-08-22,West,Ahmedabad,Retail,UPI,5698,4,4,55873,0,0,0.18,0,,223492.00,0.00,40228.56,263720.56
723633,2024-12-22,East,Patna,Retail,NetBanking,2822,3,3,30435,0.05,99,0.18,0,,91305.00,4565.25,15630.97,102469.72
723634,2024-08-14,West,Ahmedabad,Distributor,NetBanking,5855,9,1,1974,0.15,0,0.18,0,,1974.00,296.10,302.02,1979.92
723635,2024-10-13,East,Guwahati,Retail,UPI,3415,11,2,9061,0,0,0.18,0,,18122.00,0.00,3261.96,21383.96
723636,2024-08-14,West,Pune,Online,UPI,8135,7,4,3703,0.1,49,0.18,0,,14812.00,1481.20,2408.36,15788.16
723637,2024-11-28,South,Bengaluru,Online,Card,5797,12,3,39567,0.15,49,0.18,1,No Longer Needed,118701.00,17805.15,18170.07,119114.92
723638,2024-06-29,North,Lucknow,Online,UPI,2609,3,4,28925,0.05,49,0.18,0,,115700.00,5785.00,19793.52,129757.52
723639,2024-10-15,West,Indore,Online,UPI,11116,9,5,2684,0.1,49,0.18,1,Late Delivery,13420.00,1342.00,2182.86,14309.86
723640,2024-12-01,East,Patna,Online,Card,3689,9,4,1868,1.1,99,0.18,0,,7472.00,747.20,1228.28,8052.08
723641,2024-01-15,North,Delhi,Retail,UPI,6872,1,4,48735,0.05,49,0.18,0,,194940.00,9747.00,33343.56,218585.56
723642,2024-04-18,East,Bhubaneswar,Online,UPI,2255,7,5,3304,0.1,99,0.18,0,,16520.00,1652.00,2694.06,17661.06
723643,2024-10-26,West,Ahmedabad,Retail,UPI,5606,12,3,38125,0.25,49,0.18,0,,114375.00,28593.75,15449.44,101279.69
723644,2024-07-27,West,Indore,Retail,NetBanking,1258,10,4,13620,0.15,99,0.18,0,,54480.00,8172.00,8353.26,54760.26
723645,2024-04-03,North,Chandigarh,Online,COD,7836,1,4,15442,0.15,99,0.18,0,,61768.00,9265.20,9468.32,62070.12
723646,2024-04-29,North,Lucknow,Retail,COD,3926,14,2,15627,0,99,0.18,0,,31254.00,0.00,5643.54,36996.54
723647,2024-05-24,North,Lucknow,Retail,Card,9447,8,3,26701,0,99,0.18,0,,80103.00,0.00,14436.36,94638.36
723648,2024-01-13,West,Ahmedabad,Distributor,COD,9477,12,4,31929,0,199,0.18,0,,127716.00,0.00,23024.70,150939.70
723649,2024-01-11,East,Guwahati,Online,Card,8965,4,6,27846,0,99,0.18,1,Late Delivery,167076.00,0.00,30091.50,197266.50
723650,2024-08-10,North,Lucknow,Online,COD,11623,1,6,41026,0,0,0.18,0,,246156.00,0.00,44308.08,290464.08
723651,2024-02-12,West,Indore,Retail,UPI,5554,12,7,42797,0,0,0.18,0,,299579.00,0.00,53924.22,353503.22
723652,2024-09-15,North,Delhi,Retail,UPI,1595,5,2,4103,0.1,49,0.18,1,Damaged,8206.00,820.60,1338.19,8772.59
723653,2024-10-14,West,Ahmedabad,Online,Card,6293,4,1,10592,0.05,99,0.18,0,,10592.00,529.60,1829.05,11990.45
723654,2024-04-12,West,Ahmedabad,Retail,UPI,3912,13,7,2218,0.25,199,0.18,0,,15526.00,3881.50,2131.83,13975.33
723655,2024-01-21,South,Kochi,Online,UPI,10241,13,3,1069,0,49,0.18,0,,3207.00,0.00,586.08,3842.08
723656,2024-02-16,East,Guwahati,Online,UPI,6030,9,3,3908,0,49,0.18,0,,11724.00,0.00,2119.14,13892.14
723657,2024-10-08,West,Pune,Retail,UPI,6926,14,2,44739,0,149,0.18,0,,89478.00,0.00,16132.86,105759.86
723658,2024-10-30,South,Hyderabad,Online,UPI,7587,4,4,50107,0.05,99,0.18,0,,200428.00,10021.40,34291.01,224796.61
723659,2024-08-26,West,Pune,Distributor,UPI,1337,13,1,3034,0,0,0.18,0,,3034.00,0.00,546.12,3580.12
723660,2024-08-27,North,Jaipur,Retail,Card,9653,12,4,46698,0.1,99,0.18,0,,186792.00,18679.20,30278.12,198489.92
723661,2024-11-17,West,Pune,Distributor,UPI,5982,4,3,45812,0.1,99,0.18,0,,137436.00,13743.60,22282.45,146073.85
723662,2024-07-29,West,Pune,Retail,Card,11906,1,3,23887,0,49,0.18,0,,71661.00,0.00,12907.80,84617.80
723663,2024-05-16,North,Delhi,Online,UPI,9420,7,4,3240,0,0,0.18,0,,12960.00,0.00,2332.80,15292.80
723664,2024-06-26,East,Bhubaneswar,Online,Card,11840,3,2,39592,0.2,0,0.18,0,,79184.00,15836.80,11402.50,74749.70
723665,2024-03-23,North,Delhi,Retail,Card,9460,6,9,3435,0.1,0,0.18,0,,30915.00,3091.50,5008.23,32831.73
723666,2024-03-12,West,Pune,Retail,Card,9389,12,4,13992,0.05,0,0.18,1,Wrong Item,55968.00,2798.40,9570.53,62740.13
723667,2024-05-22,West,Indore,Online,Card,10838,14,2,9246,0.2,49,0.18,0,,18492.00,3698.40,2671.67,17514.27
723668,2024-12-02,South,Chennai,Online,UPI,8436,1,2,23777,0.1,49,0.18,0,,47554.00,4755.40,7712.57,50560.17
723669,2024-11-11,South,Kochi,Online,Card,10300,1,3,50663,0,0,0.18,0,,151989.00,0.00,27358.02,179347.02
723670,2024-11-14,East,Bhubaneswar,Retail,UPI,11144,1,5,31062,0.05,99,0.18,0,,155310.00,7765.50,26575.83,174219.33
723671,2024-12-18,East,Patna,Online,COD,3769,3,4,38950,0.05,0,0.18,0,,155800.00,7790.00,26641.80,174651.80
723672,2024-11-25,South,Chennai,Retail,Card,4940,4,2,30314,0,149,0.18,0,,60628.00,0.00,10939.86,71716.86
723673,2024-12-16,North,Jaipur,Retail,UPI,542,15,2,54355,0.1,49,0.18,0,,108710.00,10871.00,17619.84,115507.84
723674,2024-12-15,West,Indore,Retail,NetBanking,10870,14,7,18352,0.05,199,0.18,0,,128464.00,6423.20,22003.16,144242.96
723675,2024-09-02,North,Chandigarh,Online,COD,11753,1,6,50909,0.1,99,0.18,0,,305454.00,30545.40,49501.37,324508.97
723676,2024-06-15,North,Chandigarh,Retail,UPI,5116,12,5,22712,0.05,49,0.18,0,,113560.00,5678.00,19427.58,127358.58
723677,2024-10-11,South,Hyderabad,Online,NetBanking,7105,9,6,1866,0,199,0.18,0,,11196.00,0.00,2051.10,13446.10
723678,2024-02-12,West,Ahmedabad,Retail,UPI,1144,8,5,23550,0,99,0.18,0,,117750.00,0.00,21212.82,139061.82
723679,2024-12-15,South,Kochi,Retail,Card,454,2,3,38850,0.15,99,0.18,0,,116550.00,17482.50,17849.97,117016.47
723680,2024-09-02,North,Chandigarh,Online,NetBanking,5339,2,4,64033,0.1,149,0.18,0,,256132.00,25613.20,41520.20,272188.00
723681,2024-01-22,East,Kolkata,Retail,COD,10096,13,4,4046,0.15,49,0.18,0,,16184.00,2427.60,2484.97,16290.37
723682,2024-03-27,North,Delhi,Online,NetBanking,9039,4,2,33685,0,99,0.18,0,,67370.00,0.00,12144.42,79613.42
723683,2024-12-12,West,Pune,Online,NetBanking,9836,1,3,22409,0.05,49,0.18,0,,67227.00,3361.35,11504.64,75419.29
723684,2024-12-22,North,Lucknow,Retail,UPI,11635,9,2,3038,0.2,0,0.18,0,,6076.00,1215.20,874.94,5735.74
723685,2024-01-07,West,Pune,Retail,Card,2944,15,1,63653,0.05,99,0.18,1,Damaged,63653.00,3182.65,10902.48,71471.83
723686,2024-04-12,West,Indore,Distributor,UPI,10164,4,2,53698,0,0,0.18,1,Damaged,107396.00,0.00,19331.28,126727.28
